"gene_name","n_syn","n_mis","n_non","n_spl","n_ind","wmis_cv","wnon_cv","wspl_cv","wind_cv","pmis_cv","ptrunc_cv","pallsubs_cv","pind_cv","qmis_cv","qtrunc_cv","qallsubs_cv","qind_cv","pglobal_cv","qglobal_cv","Extreme"
"GTPBP4",1,4,1,0,0,1.42352972662479,2.36277191015077,2.36277191015077,0,0.657295790323963,0.497779761128854,0.77244703368111,1,0.908087606534014,0.830632506380491,0.90443905513959,1,0.97188655258211,0.999999999917176,FALSE
"PHACTR3",5,15,1,2,0,1.2151576316443,1.6623111330314,1.6623111330314,0,0.674181131450862,0.4818660587698,0.772544211616719,1,0.913927466953242,0.830632506380491,0.90443905513959,1,0.971911637019364,0.999999999917176,FALSE
"PIANP",1,2,0,0,0,0.809840640652442,0,0,0,0.823295584172416,0.478558829417629,0.772617348313788,1,0.961729358386453,0.830632506380491,0.90443905513959,1,0.971930507655341,0.999999999917176,FALSE
"C18orf54",0,2,0,0,0,0.987120848985128,0,0,0,0.990400655862795,0.48117775459369,0.772627300376989,1,0.998906132496154,0.830632506380491,0.90443905513959,1,0.971933074938668,0.999999999917176,FALSE
"ACTA2",0,2,0,0,0,1.37812536481026,0,0,0,0.764680888819235,0.554215164059623,0.772657807625969,1,0.944799379012337,0.830632506380491,0.90443905513959,1,0.971940943940378,0.999999999917176,FALSE
"LRRC73",1,1,0,0,0,0.58109600880127,0,0,0,0.634668397882158,0.55714056667628,0.772686207485861,1,0.89992531978332,0.830632506380491,0.90443905513959,1,0.97194826828218,0.999999999917176,FALSE
"ANP32E",1,1,0,0,0,0.864502793947931,0,0,0,0.900987166309745,0.473281310800696,0.772727623857845,1,0.981384407960144,0.830632506380491,0.90443905513959,1,0.971958947719589,0.999999999917176,FALSE
"GRWD1",1,1,0,0,0,0.591596587828221,0,0,0,0.646200158282911,0.548880336142323,0.772844874184744,1,0.904491210314134,0.830632506380491,0.90443905513959,1,0.971989169318583,0.999999999917176,FALSE
"KATNB1",0,2,0,0,0,1.32557861405685,0,0,0,0.792590424666187,0.541693527815039,0.77285694439016,1,0.953785358697378,0.830632506380491,0.90443905513959,1,0.971992279437813,0.999999999917176,FALSE
"C17orf50",0,1,0,0,0,2.2851752201341,0,0,0,0.53774626861988,0.746101402062022,0.772870520352833,1,0.858658192780644,0.833399774697879,0.90443905513959,1,0.971995777318943,0.999999999917176,FALSE
"TXLNG",1,3,1,0,0,1.31315290196067,2.46635328397874,2.46635328397874,0,0.749402661824665,0.478263812204584,0.772953613299008,1,0.940757243953282,0.830632506380491,0.90443905513959,1,0.972017181230373,0.999999999917176,FALSE
"DENND10",1,1,0,0,0,0.688325196027942,0,0,0,0.746081032178116,0.499746668273007,0.772988856591573,1,0.939532021878967,0.830632506380491,0.90443905513959,1,0.972026256851998,0.999999999917176,FALSE
"MICU2",0,1,0,0,0,0.690221020216436,0,0,0,0.771354026695625,0.484787142180483,0.773026486213518,1,0.946152104055442,0.830632506380491,0.90443905513959,1,0.97203594521177,0.999999999917176,FALSE
"CDK20",1,2,0,0,0,0.939839180487291,0,0,0,0.94772759439869,0.473934427202328,0.773151947591694,1,0.991157802000938,0.830632506380491,0.90443905513959,1,0.972068234055151,0.999999999917176,FALSE
"SNX30",1,2,0,0,0,1.02642201463456,0,0,0,0.97805159949933,0.480750936978137,0.773193497717582,1,0.996919302236643,0.830632506380491,0.90443905513959,1,0.972078922941829,0.999999999917176,FALSE
"ARPC1A",1,2,0,0,0,1.05355508365667,0,0,0,0.95613304198238,0.48409960995722,0.773231146011515,1,0.99246718423715,0.830632506380491,0.90443905513959,1,0.972088606143103,0.999999999917176,FALSE
"SMIM4",0,0,0,0,0,0,0,0,0,0.501114943056239,0.789148619644227,0.773266431512963,1,0.843207070557678,0.849539488800194,0.90443905513959,1,0.972097679966254,0.999999999917176,FALSE
"NRBF2",1,2,0,0,0,1.27374561201827,0,0,0,0.799561456543382,0.526656325791409,0.773279042870418,1,0.954783305303109,0.830632506380491,0.90443905513959,1,0.972100922642158,0.999999999917176,FALSE
"MYG1",1,1,0,0,0,0.616082196154008,0,0,0,0.672558329632454,0.532724141480549,0.773293110299391,1,0.913737237876422,0.830632506380491,0.90443905513959,1,0.972104539465544,0.999999999917176,FALSE
"OGG1",1,2,0,0,0,1.33174901385901,0,0,0,0.763985442646399,0.541896552606962,0.773337442163986,1,0.944799379012337,0.830632506380491,0.90443905513959,1,0.972115935789399,0.999999999917176,FALSE
"CDKN1A",0,1,0,0,0,2.33204391770386,0,0,0,0.528315724708027,0.76487230588141,0.773465748152826,1,0.854555131817294,0.838583399719933,0.90443905513959,1,0.972148904890643,0.999999999917176,FALSE
"OIT3",2,7,0,1,0,1.5163296770956,1.80083924292924,1.80083924292924,0,0.5159725130254,0.624069504811333,0.773588524205674,1,0.850893255135364,0.830632506380491,0.90443905513959,1,0.972180433109221,0.999999999917176,FALSE
"HMGN2",0,0,0,0,0,0,0,0,0,0.517378922858696,0.742435730383103,0.773610200134439,1,0.851245418503918,0.833399774697879,0.90443905513959,1,0.972185997345266,0.999999999917176,FALSE
"BAG5",0,2,0,0,0,1.54154738221978,0,0,0,0.6860161123335,0.600652758824845,0.773743537976653,1,0.917952804518108,0.830632506380491,0.90443905513959,1,0.972220211965668,0.999999999917176,FALSE
"PIWIL1",6,15,3,0,0,0.744150152376893,0.983881924201519,0.983881924201519,0,0.515971825266778,0.980995420353143,0.773761056816763,1,0.850893255135364,0.985560098159983,0.90443905513959,1,0.972224705609224,0.999999999917176,FALSE
"MICB",1,2,0,0,0,0.874422796206385,0,0,0,0.887123567814312,0.474435288341963,0.773831188106379,1,0.979091751141223,0.830632506380491,0.90443905513959,1,0.972242690557399,0.999999999917176,FALSE
"GNAT1",1,2,0,0,0,1.03850000086404,0,0,0,0.968218042878921,0.482855501480176,0.773834612679403,1,0.99477536827265,0.830632506380491,0.90443905513959,1,0.972243568615593,0.999999999917176,FALSE
"MRPL44",1,2,0,0,0,1.26915599430309,0,0,0,0.802469483349434,0.526180520077559,0.773841920131785,1,0.956057634821918,0.830632506380491,0.90443905513959,1,0.97224544219074,0.999999999917176,FALSE
"DEFB104A",0,0,0,0,0,0,0,0,0,0.496477643314048,0.809294251602765,0.773939382512159,1,0.841956715600409,0.85981082207103,0.90443905513959,1,0.972270424205507,0.999999999917176,FALSE
"TAS2R50",2,2,0,0,0,0.692806847532911,0,0,0,0.674268822803711,0.534913976587483,0.7739693912737,1,0.913927466953242,0.830632506380491,0.90443905513959,1,0.97227811372075,0.999999999917176,FALSE
"DPM3",0,1,0,0,0,2.38403546571062,0,0,0,0.518201572796302,0.787694352908383,0.774138907778392,1,0.851613925532019,0.848742403055947,0.904582137541476,1,0.972321529177465,0.999999999917176,FALSE
"PACC1",1,2,0,0,0,1.10635617835641,0,0,0,0.915223605194519,0.493003492111063,0.774242975205877,1,0.984876339666118,0.830632506380491,0.904648729876938,1,0.972348163855818,0.999999999917176,FALSE
"GTF3C5",3,3,1,0,0,0.803344784045837,1.95448303639979,1.95448303639979,0,0.767334287882368,0.573078391570869,0.774331444538023,1,0.945319635590946,0.830632506380491,0.904697089939968,1,0.972370795408229,0.999999999917176,FALSE
"HOXC9",2,2,0,0,0,0.704505132408249,0,0,0,0.688488929038727,0.527712944164028,0.774434329221357,1,0.918686428748571,0.830632506380491,0.904699794463035,1,0.972397101873827,0.999999999917176,FALSE
"GJD4",2,3,0,0,0,0.886241917742218,0,0,0,0.877737681638288,0.476358531549288,0.774522081531609,1,0.977424458937096,0.830632506380491,0.904699794463035,1,0.972419528359715,0.999999999917176,FALSE
"FIGLA",0,2,0,0,0,1.44627764960792,0,0,0,0.730443113937472,0.574376621195397,0.774614126617508,1,0.933876317967134,0.830632506380491,0.904718529097359,1,0.972443041248431,0.999999999917176,FALSE
"SOD1",0,1,0,0,0,2.15702801112747,0,0,0,0.565164482379076,0.707639835782807,0.774690459246834,1,0.869267723926428,0.830632506380491,0.904718529097359,1,0.972462532098717,0.999999999917176,FALSE
"TNIP2",1,1,0,0,0,0.61472402488366,0,0,0,0.671115690267829,0.535889006247683,0.77477729568166,1,0.913196367666521,0.830632506380491,0.904718529097359,1,0.972484695856341,0.999999999917176,FALSE
"HOXB7",2,2,0,0,0,0.834955646704494,0,0,0,0.837405963725531,0.481869897433971,0.774837050780674,1,0.966403999696703,0.830632506380491,0.904718529097359,1,0.972499941837411,0.999999999917176,FALSE
"FRS2",3,7,1,0,0,1.45232063236065,1.80420539484168,1.80420539484168,0,0.532076802783361,0.616605503668018,0.774855833065614,1,0.856301762530798,0.830632506380491,0.904718529097359,1,0.972504733018153,0.999999999917176,FALSE
"SMDT1",0,0,0,0,0,0,0,0,0,0.487587367969883,0.856405535127188,0.774995182176042,1,0.83706557993798,0.890899131821354,0.904718529097359,1,0.97254026542135,0.999999999917176,FALSE
"PPP1R9B",0,2,0,0,0,1.44859340376735,0,0,0,0.729316944267291,0.575502625729138,0.775014620620331,1,0.933769263658966,0.830632506380491,0.904718529097359,1,0.972545220007209,0.999999999917176,FALSE
"PDGFRB",6,15,1,1,0,1.35350007559143,1.39866049700885,1.39866049700885,0,0.491690906880884,0.683370341574448,0.775073744093894,1,0.839810133728864,0.830632506380491,0.904718529097359,1,0.972560286751902,0.999999999917176,FALSE
"SLC38A11",5,5,1,0,0,0.661822448618157,0.959246793140735,0.959246793140735,0,0.485122759914465,0.968940394788474,0.775103098695349,1,0.835465043423226,0.976614666994771,0.904718529097359,1,0.972567765663368,0.999999999917176,FALSE
"CHAT",11,18,0,2,0,0.780343242171497,0.717613104914252,0.717613104914252,0,0.504070092136093,0.650282250834625,0.775235583171223,1,0.844730596746402,0.830632506380491,0.90481820737477,1,0.972601505984343,0.999999999917176,FALSE
"HSPB3",0,2,0,0,0,1.65001588905036,0,0,0,0.639854654042466,0.637913622123716,0.775292168668736,1,0.902273995351962,0.830632506380491,0.904829293236467,1,0.972615909925876,0.999999999917176,FALSE
"INCENP",6,7,1,0,0,0.695191097301797,0.69238909814017,0.69238909814017,0,0.489114803774909,0.717469603748692,0.775340287071708,1,0.838058855937464,0.830632506380491,0.904830496560788,1,0.972628155303832,0.999999999917176,FALSE
"PEPD",0,2,0,0,0,1.32656726273952,0,0,0,0.79205263809184,0.544945748929731,0.775498306128793,1,0.953701537638099,0.830632506380491,0.904904994569522,1,0.972668347667454,0.999999999917176,FALSE
"ITPKA",1,1,0,0,0,0.579651780258421,0,0,0,0.633071575833845,0.563645570650091,0.775678523867139,1,0.899188384846757,0.830632506380491,0.904988622271528,1,0.972714146995082,0.999999999917176,FALSE
"SMIM43",0,0,0,0,0,0,0,0,0,0.491066918272886,0.84317958743565,0.77581408226308,1,0.839810133728864,0.882683534112195,0.904988622271528,1,0.972748569303665,0.999999999917176,FALSE
"DEFB112",1,5,1,0,0,1.48097059349746,2.23159727877988,2.23159727877988,0,0.604709509506451,0.524670084548207,0.775910564664937,1,0.887810907814216,0.830632506380491,0.904988622271528,1,0.972773054626268,0.999999999917176,FALSE
"CCSER2",0,4,1,0,0,1.31702192487682,2.62012134106757,2.62012134106757,0,0.768490507660684,0.476408754778799,0.776023565429328,1,0.945686440869144,0.830632506380491,0.904988622271528,1,0.972801716728039,0.999999999917176,FALSE
"RAB33A",2,3,0,0,0,1.05869777900599,0,0,0,0.942198104931983,0.487663369713725,0.776043288189509,1,0.989277604136225,0.830632506380491,0.904988622271528,1,0.972806717624877,0.999999999917176,FALSE
"C20orf85",2,3,0,1,0,1.01675991390968,2.35248471425725,2.35248471425725,0,0.983133355301919,0.487959406146126,0.776082670704755,1,0.997628538143454,0.830632506380491,0.904988622271528,1,0.972816701943277,0.999999999917176,FALSE
"SLC22A14",2,4,1,0,0,0.829791084942287,1.96887160455937,1.96887160455937,0,0.799100196728724,0.575937297219218,0.776191145867375,1,0.954783305303109,0.830632506380491,0.904988622271528,1,0.972844192407477,0.999999999917176,FALSE
"ZCCHC12",5,13,1,0,0,1.39455916817957,1.37184860702974,1.37184860702974,0,0.481228147722197,0.777044666679075,0.776200618413789,1,0.832163875757742,0.843782382934236,0.904988622271528,1,0.97284659228057,0.999999999917176,FALSE
"GTF2H5",0,0,0,0,0,0,0,0,0,0.49831753944033,0.813544438649711,0.776314824114989,1,0.842129617259568,0.862339365905889,0.904988622271528,1,0.972875517238435,0.999999999917176,FALSE
"RASGEF1B",1,3,0,1,0,1.18599807816887,2.4739234512052,2.4739234512052,0,0.841558597683943,0.476892215502675,0.776338446769202,1,0.967278312790056,0.830632506380491,0.904988622271528,1,0.972881498067513,0.999999999917176,FALSE
"BBC3",0,1,0,0,0,2.34771951212467,0,0,0,0.525228608848116,0.778959477779372,0.776473925098774,1,0.853638720555975,0.844293830729788,0.904988622271528,1,0.97291578485021,0.999999999917176,FALSE
"ARPP19",1,1,0,0,0,2.1101607948881,0,0,0,0.552017777559326,0.719362419575508,0.776525120307759,1,0.863316807485962,0.830632506380491,0.904988622271528,1,0.972928735151943,0.999999999917176,FALSE
"GPR21",3,3,0,0,0,0.854206037586126,0,0,0,0.831656516910646,0.485579535807225,0.776535533754793,1,0.964586025837818,0.830632506380491,0.904988622271528,1,0.972931368916604,0.999999999917176,FALSE
"BGLAP",0,1,0,0,0,2.12903504288794,0,0,0,0.571494586808236,0.702750659950358,0.776557360958613,1,0.870302060974702,0.830632506380491,0.904988622271528,1,0.972936888990736,0.999999999917176,FALSE
"RHPN1",0,2,0,0,0,1.31476636589394,0,0,0,0.79850433067077,0.543399780234459,0.776572169868628,1,0.954783305303109,0.830632506380491,0.904988622271528,1,0.972940633797307,0.999999999917176,FALSE
"GNG14",0,0,0,0,0,0,0,0,0,0.496744790353816,0.822427889398009,0.776786831934056,1,0.841956715600409,0.867910062203972,0.904988622271528,1,0.972994884804371,0.999999999917176,FALSE
"CCDC125",0,1,0,0,0,0.694285701390812,0,0,0,0.774901544913729,0.488916941164883,0.776859789130403,1,0.947414143097424,0.830632506380491,0.904988622271528,1,0.973013309586508,0.999999999917176,FALSE
"C2orf73",0,1,0,0,0,0.692099953456687,0,0,0,0.77299595693829,0.489414713401364,0.776936348000243,1,0.946598265778374,0.830632506380491,0.904988622271528,1,0.97303263657642,0.999999999917176,FALSE
"LDHAL6A",1,2,0,0,0,0.973921291709056,0,0,0,0.977738452992009,0.480007266481041,0.77696249579613,1,0.996919302236643,0.830632506380491,0.904988622271528,1,0.973039235757796,0.999999999917176,FALSE
"ABCC12",10,20,1,1,0,0.846426149650085,0.612996200745103,0.612996200745103,0,0.654776212904813,0.4991983892519,0.77696426680006,1,0.907090348968478,0.830632506380491,0.904988622271528,1,0.973039682691993,0.999999999917176,FALSE
"TUFM",1,2,0,0,0,1.39499009235681,0,0,0,0.727563309731385,0.564980759170212,0.777047955637229,1,0.933424014157332,0.830632506380491,0.904988622271528,1,0.973060797976787,0.999999999917176,FALSE
"FAM81A",0,1,0,0,0,0.665863999132392,0,0,0,0.749745085011448,0.495218057957664,0.777113387208453,1,0.940773876016649,0.830632506380491,0.904988622271528,1,0.973077300545999,0.999999999917176,FALSE
"KCNK15",1,1,0,0,0,0.525033331152752,0,0,0,0.5707631217745,0.6333349676374,0.77718569993816,1,0.870279194875994,0.830632506380491,0.904988622271528,1,0.97309553221109,0.999999999917176,FALSE
"RABGAP1L",5,11,2,1,0,1.0374442586733,1.63081536052975,1.63081536052975,0,0.940634748989872,0.497894360184411,0.777353658173789,1,0.989231465443814,0.830632506380491,0.904988622271528,1,0.973137852297274,0.999999999917176,FALSE
"UBE2K",0,1,0,0,0,1.96081998651302,0,0,0,0.612412542972926,0.656927839337978,0.777368048691003,1,0.890781249056545,0.830632506380491,0.904988622271528,1,0.973141476557922,0.999999999917176,FALSE
"ACP3",1,5,0,1,0,1.57502157524052,2.02102643017683,2.02102643017683,0,0.548337518706917,0.57378782241661,0.777407429239636,1,0.861945303793838,0.830632506380491,0.904988622271528,1,0.973151393211442,0.999999999917176,FALSE
"JCHAIN",1,2,0,0,0,1.17637539052691,0,0,0,0.864357514689642,0.509661885492618,0.777654806774988,1,0.975218121566563,0.830632506380491,0.904988622271528,1,0.973213641220619,0.999999999917176,FALSE
"SARNP",1,1,0,0,0,0.988000762098325,0,0,0,0.991845779356493,0.480678013141209,0.777770238913251,1,0.999124999796308,0.830632506380491,0.904988622271528,1,0.973242660667629,0.999999999917176,FALSE
"CLDN9",1,2,0,0,0,1.72976544297599,0,0,0,0.569324995827873,0.703658967320208,0.77780177921843,1,0.869889803048139,0.830632506380491,0.904988622271528,1,0.973250586867603,0.999999999917176,FALSE
"CCR1",2,3,0,0,0,0.809434198684798,0,0,0,0.78756662315156,0.493818893550057,0.777929574392925,1,0.952161792888412,0.830632506380491,0.904988622271528,1,0.973282689197257,0.999999999917176,FALSE
"HKDC1",2,8,1,0,0,1.54032454307078,1.55560714500179,1.55560714500179,0,0.488885205225912,0.708714926077086,0.777941223836165,1,0.838058855937464,0.830632506380491,0.904988622271528,1,0.973285614509835,0.999999999917176,FALSE
"SLC41A3",0,2,0,0,0,1.39586269413342,0,0,0,0.755562409633201,0.565077757847025,0.777999690486618,1,0.942360574591624,0.830632506380491,0.904988622271528,1,0.973300293540494,0.999999999917176,FALSE
"TRIM32",0,3,0,0,0,1.39434206344106,0,0,0,0.734630092919941,0.580615187562141,0.778040651803141,1,0.935497141520847,0.830632506380491,0.904988622271528,1,0.973310574946793,0.999999999917176,FALSE
"SMIM30",0,0,0,0,0,0,0,0,0,0.497037631504826,0.828241104849454,0.778130037530664,1,0.841956715600409,0.871699039916043,0.904988622271528,1,0.973333003529865,0.999999999917176,FALSE
"ACTL9",5,9,1,0,0,1.267318543146,2.08160801299285,2.08160801299285,0,0.643408483314218,0.532613465898469,0.778151354831784,1,0.904080014632663,0.830632506380491,0.904988622271528,1,0.973338350930677,0.999999999917176,FALSE
"ACTN3",4,10,2,0,0,1.28918807733675,1.76014098247592,1.76014098247592,0,0.628229306125043,0.513702570023355,0.778179449466472,1,0.897471710149207,0.830632506380491,0.904988622271528,1,0.973345397519579,0.999999999917176,FALSE
"VEGFA",0,1,0,0,0,2.02443765352676,0,0,0,0.596329736511307,0.675482986039245,0.778210586406823,1,0.883288462091483,0.830632506380491,0.904988622271528,1,0.97335320598296,0.999999999917176,FALSE
"MAPKAPK2",1,2,0,0,0,1.19623078575485,0,0,0,0.850601764670626,0.514445628781116,0.778223816218973,1,0.971147954077571,0.830632506380491,0.904988622271528,1,0.97335652335326,0.999999999917176,FALSE
"ERBB3",3,10,1,0,0,1.46081992431875,1.05853479590532,1.05853479590532,0,0.494669017888149,0.959198630810053,0.778275323545755,1,0.841956715600409,0.969286963065102,0.904988622271528,1,0.973369436653302,0.999999999917176,FALSE
"KPNA1",1,3,0,1,0,1.28452431391961,2.44560195796923,2.44560195796923,0,0.769096111658305,0.482060791618935,0.77829897478471,1,0.945821003028419,0.830632506380491,0.904988622271528,1,0.973375365066629,0.999999999917176,FALSE
"SCUBE2",0,3,0,1,0,1.15125926588667,2.53852680169078,2.53852680169078,0,0.886792352192276,0.490135278336102,0.778408814011929,1,0.979091751141223,0.830632506380491,0.904988622271528,1,0.973402887919167,0.999999999917176,FALSE
"CCDC189",1,1,0,0,0,0.69846153520124,0,0,0,0.755903859484201,0.503884174053844,0.778462390456863,1,0.942360574591624,0.830632506380491,0.904988622271528,1,0.973416307158377,0.999999999917176,FALSE
"ARID3C",3,7,1,0,0,1.43334166716761,1.84436921921878,1.84436921921878,0,0.54674512044909,0.604401762936818,0.778538072815793,1,0.861697643726999,0.830632506380491,0.904988622271528,1,0.973435256960785,0.999999999917176,FALSE
"ELOA2",5,16,1,0,0,1.35566319015865,0.976918159992767,0.976918159992767,0,0.504193674862867,0.982603216734999,0.778675319066465,1,0.844730596746402,0.986956082082419,0.904988622271528,1,0.973469602731417,0.999999999917176,FALSE
"CCDC160",0,1,0,0,0,0.621129344171712,0,0,0,0.708444930731994,0.511123286485983,0.778767881417173,1,0.926224839730548,0.830632506380491,0.904988622271528,1,0.973492752730698,0.999999999917176,FALSE
"RNPEPL1",0,2,0,0,0,1.53148796954825,0,0,0,0.690528297570276,0.604264238113232,0.778771919664396,1,0.919531370251584,0.830632506380491,0.904988622271528,1,0.973493762452639,0.999999999917176,FALSE
